,turn,author civ,subject civ,cable
13990,252,The Iroquois,Yerevan,A neutral posture with Yerevan is what we assert
13991,252,The Iroquois,Yerevan,Respectfully
13992,252,The Iroquois,Yerevan,The Office of the Foreign Secretary
13993,253,Songhai,The Iroquois,To Diplomatic Corps
13994,253,Songhai,The Iroquois,The Foreign Secretarys Office appreciates your service
13995,253,Songhai,The Iroquois,We consider the Iroquois military to be weak
13996,253,Songhai,The Iroquois,The Germans look at the Moroccans to be a neutral country
13997,253,Songhai,The Iroquois,We look at the probability of forcefully dominating the Iroquois to be soft
13998,253,Songhai,The Iroquois,We disclosed that matters between us and the Iroquois are these days friendly
13999,253,Songhai,The Iroquois,With appreciation
14000,253,Songhai,The Iroquois,The Foreign Office
14001,253,Morocco,Songhai,Dear Songhai Desk
14002,253,Morocco,Songhai,I hope all is going well at home
14003,253,Morocco,Songhai,We infer that the Songhai represent a major obstacle to our interests
14004,253,Morocco,Songhai,Our popular posture toward the Songhai looks friendly
14005,253,Morocco,Songhai,The danger that the Koreans represent is portrayed as critical by the Iroquois diplomatic cables
14006,253,Morocco,Songhai,Our spies show that the Songhais military interests are strong
14007,253,Morocco,Songhai,Best regards
14008,253,Morocco,Songhai,Your trusted friend
14009,253,Songhai,Budapest,Greetings Foreign Secretary
14010,253,Songhai,Budapest,No effort has been spared to collect the information you requested
14011,253,Songhai,Budapest,There is no news today
14012,253,Songhai,Budapest,Your humble servant
14013,253,Songhai,Budapest,His Excellency the Ambassador
14014,254,The Incas,Songhai,Dear correspondent
14015,254,The Incas,Songhai,It is a great honor to work with loyal public servants such as you and yours
14016,254,The Incas,Songhai,We acknowledge the Songhai to be a neutral party
14017,254,The Incas,Songhai,We consider the Songhai to be an average target for attack
14018,254,The Incas,Songhai,We believe the Songhais military to be average
14019,254,The Incas,Songhai,Trusted intelligence from the Germans rates the Koreans military capability as poor
14020,254,The Incas,Songhai,Regards
14021,254,The Incas,Songhai,Songhai desk
14022,254,The Iroquois,Korea,Dearest Foreign Correspondents Office
14023,254,The Iroquois,Korea,We here at home wish to express our gratitude for your efforts in-country
14024,254,The Iroquois,Korea,We published that matters between us and the Koreans are of late friendly
14025,254,The Iroquois,Korea,The obstacle that the Koreans show is labeled as critical by our sources
14026,254,The Iroquois,Korea,A neutral party is how the Moroccans spies characterized their relations with the Incas
14027,254,The Iroquois,Korea,Our diplomats at present consider the Koreans as an enemy
14028,254,The Iroquois,Korea,We estimate the Koreans military to be average
14029,254,The Iroquois,Korea,Please write more on the Koreans military strategies as the foreign office is much troubled about the Koreans actions
14030,254,The Iroquois,Korea,With appreciation
14031,254,The Iroquois,Korea,The Foreign Service Office
14032,254,Germany,Songhai,Your Excellency the Ambassador
14033,254,Germany,Songhai,The Foreign Secretarys Office appreciates your service
14034,254,Germany,Songhai,Our reputed feeling regarding the Songhai is likely guarded
14035,254,Germany,Songhai,The problem that the Songhai present is characterized as major by our agents
14036,254,Germany,Songhai,Urgent: we are now in an established state of conflict with the Songhai
14037,254,Germany,Songhai,Please relay all relevant information: our spies believe they are a soft target and a weak military power
14038,254,Germany,Songhai,Please inform on the Songhais military plans as the foreign office is acutely alarmed about the Songhais ambition
14039,254,Germany,Songhai,We see the prospect of taking over the Songhai to be soft
14040,254,Germany,Songhai,The Moroccans announced that proceedings between the Moroccans and the Iroquois are at present friendly
14041,254,Germany,Songhai,Sincerely
14042,254,Germany,Songhai,The Foreign Office
14043,254,The Iroquois,Morocco,Dear Foreign Correspondents Office
14044,254,The Iroquois,Morocco,Not a day goes by where we do not think highly of your zeal for your work
14045,254,The Iroquois,Morocco,We look at the possibility of forcefully dominating the Moroccans to be impossible
14046,254,The Iroquois,Morocco,We figure the Moroccans military to be average
14047,254,The Iroquois,Morocco,Please report on the Moroccans military pursuits as the foreign office is most distressed about the Moroccans conduct
14048,254,The Iroquois,Morocco,The Germans believe the Songhais military to be poor
14049,254,The Iroquois,Morocco,We write to tell the bleak news that we are at war with the Moroccans
14050,254,The Iroquois,Morocco,We regard their military strength to be average
14051,254,The Iroquois,Morocco,We perceive the Moroccans to be pursuing unknown dominance at present
14052,254,The Iroquois,Morocco,Our agents are not at all confident in this estimate
14053,254,The Iroquois,Morocco,Inasmuch as we can decipher the Moroccans believes we are a competitor
14054,254,The Iroquois,Morocco,All the best
14055,254,The Iroquois,Morocco,Morocco desk
14056,254,Morocco,Songhai,Dearest loyal agents abroad
14057,254,Morocco,Songhai,Greetings from back home
14058,254,Morocco,Songhai,We shall provide Songhai an accord to become part of a mutual protection pact for the coming 30 turns 2 units of iron for the coming 30 turns and 1 unit of fur for the coming 30 turns and Songhai decided to propose an accord to join a defense agreement for the subsequent 30 turns and an accord to reveal plans for war on Germany
14059,254,Morocco,Songhai,Very truly yours
14060,254,Morocco,Songhai,His Honor the Foreign Secretary
14061,254,Korea,Morocco,Dearest Foreign Office
14062,254,Korea,Morocco,I hope this finds you in high spirits and good health
14063,254,Korea,Morocco,We shall provide Morocco a deal to form a defensive pact for the upcoming 30 turns 33 units of gold per turn for the upcoming 30 turns and 6 units of gold and Morocco agree to propose a deal to join a defensive agreement for the subsequent 30 turns and a deal to acknowledge war on The Iroquois
14064,254,Korea,Morocco,Very respectfully yours
14065,254,Korea,Morocco,Your faithful foreign correspondent
14066,254,Songhai,The Iroquois,Greetings colleague
14067,254,Songhai,The Iroquois,I hope everything is going well in the Iroquois nation
14068,254,Songhai,The Iroquois, We shall provide The Iroquois an accord to join a defense pact for the subsequent 30 turns and an accord to acknowledge war on Korea and The Iroquois will offer an accord to join a mutual protection pact for the subsequent 30 turns
14069,254,Songhai,The Iroquois,Respectfully
14070,254,Songhai,The Iroquois,His Honor the Foreign Secretary
14071,254,The Incas,Panama City,Dearest Foreign Secretary
14072,254,The Incas,Panama City,I am pleased to offer you the following updates from station
14073,254,The Incas,Panama City,There is no news today
14074,254,The Incas,Panama City,At your service
14075,254,The Incas,Panama City,Chief of Mission
14076,254,The Incas,Yerevan,Greetings Your Honor
14077,254,The Incas,Yerevan,We trust that things are going well at home
14078,254,The Incas,Yerevan,We report Yerevans military to be strong
14079,254,The Incas,Yerevan,We are showing a friendly disposition toward Yerevan
14080,254,The Incas,Yerevan,Yours
14081,254,The Incas,Yerevan,Foreign correspondent in Yerevan
14082,255,Songhai,The Incas,Dearest foreign correspondent
14083,255,Songhai,The Incas,We are always happy to hear from you and write with what we hope is helpful news
14084,255,Songhai,The Incas,The hazard that the Incas present is characterized as moderate by our agents
14085,255,Songhai,The Incas,Our diplomats at present perceive the Incas as a neutral party
14086,255,Songhai,The Incas,A neutral posture with the Incas is what the Moroccans affirm
14087,255,Songhai,The Incas,We report the Incas military to be poor
14088,255,Songhai,The Incas,The foreign office would like any knowledge on hand relevant to the Incas economic potential
14089,255,Songhai,The Incas,According to our spies the Incas are centered around diplomatic preeminence
14090,255,Songhai,The Incas,This hypothesis comes from a not very certain source
14091,255,Songhai,The Incas,Regards
14092,255,Songhai,The Incas,His Honor the Foreign Secretary
14093,255,Germany,Morocco,Dearest Foreign Secretary
14094,255,Germany,Morocco,I hope all is going well
14095,255,Germany,Morocco,Our relations with the Moroccans at present are friendly
14096,255,Germany,Morocco,We regard the Moroccans to be a soft target for attack
14097,255,Germany,Morocco,We look at the Moroccans to be a neutral country
14098,255,Germany,Morocco,The Iroquois ministers currently see the Songhai as a neutral country
14099,255,Germany,Morocco,Most sincerely
14100,255,Germany,Morocco,The Diplomatic Corps
14101,255,Korea,Morocco,Greetings Chief of Mission
14102,255,Korea,Morocco,Those of us at home send kind regards to you and yours
14103,255,Korea,Morocco,We estimate the Moroccans to be an average target for attack
14104,255,Korea,Morocco,The Iroquois acknowledge the feasibility of conquering the Incas to be impossible
14105,255,Korea,Morocco,We perceive the Moroccans to be a competitor
14106,255,Korea,Morocco,Our relations with the Moroccans now are friendly
14107,255,Korea,Morocco,Very respectfully yours
14108,255,Korea,Morocco,The Foreign Office
14109,255,Songhai,Germany,Dearest Honorable Foreign Secretary
14110,255,Songhai,Germany,Our hearts are always hearty after hearing from you
14111,255,Songhai,Germany,We suspect that the Germans have become a severe danger to our activities
14112,255,Songhai,Germany,We published that dealings between us and the Germans are now friendly
14113,255,Songhai,Germany,This communique is to disclose to you that we are at war with the Germans as of today
14114,255,Songhai,Germany,Our diplomatic cables imagine the Germans as a bad target
14115,255,Songhai,Germany,The Iroquois esteem the chance of taking over the Incas to be impossible
14116,255,Songhai,Germany,Yours in service
14117,255,Songhai,Germany,Foreign correspondent in Germany
14118,255,Songhai,Korea,Greetings Your Honor the Foreign Secretary
14119,255,Songhai,Korea,Hopefully this finds all in order at the home office
14120,255,Songhai,Korea,We write to reveal the sad news that we are at war with the Koreans
14121,255,Songhai,Korea,We believe their military strength to be average
14122,255,Songhai,Korea,We believe the Koreans to be pursuing cultural dominance these days
14123,255,Songhai,Korea,Our agents are not very confident in this hypothesis
14124,255,Songhai,Korea,A neutral country is how our intelligence officers described their relationship with the Koreans
14125,255,Songhai,Korea,We perceive the Koreans to be a favorable target for attack
14126,255,Songhai,Korea,A neutral civilization is how the Germans agents represented their relationship with the Incas
14127,255,Songhai,Korea,We professed that dealings between us and the Koreans are of late friendly
14128,255,Songhai,Korea,Reliable intelligence of ours rates the Koreans military power as average
14129,255,Songhai,Korea,Most sincerely
14130,255,Songhai,Korea,The Foreign Correspondents Office
14131,255,Morocco,The Iroquois,Greetings Your Honor
14132,255,Morocco,The Iroquois,Hopefully this finds all in order at the home office
14133,255,Morocco,The Iroquois,The Songhai published that dealings between the Songhai and the Germans are these days friendly
14134,255,Morocco,The Iroquois,We write to reveal the dismal news that we are at war with the Iroquois
14135,255,Morocco,The Iroquois,We perceive their military potency to be weak
14136,255,Morocco,The Iroquois,Our politicians of late acknowledge the Iroquois as a competitor
14137,255,Morocco,The Iroquois,We proclaimed that proceedings between us and the Iroquois are at present friendly
14138,255,Morocco,The Iroquois,We figure the Iroquois economy to be pathetic
14139,255,Morocco,The Iroquois,Very respectfully yours
14140,255,Morocco,The Iroquois,Foreign correspondent in the Iroquois nation
14141,255,Korea,Songhai,Dearest loyal agents abroad
14142,255,Korea,Songhai,Best wishes from His Honor the Foreign Secretary
14143,255,Korea,Songhai,Urgent: we are now in an established state of war with the Songhai
14144,255,Korea,Songhai,Please relay all relevant information: our intelligence officers think they are a bad target and an average military power
14145,255,Korea,Songhai,A friendly manner with the Iroquois is what the Germans profess
14146,255,Korea,Songhai,We imagine that the Songhai present a major risk to our pursuits
14147,255,Korea,Songhai,Our professed diplomacy with regard to the Songhai seems guarded
14148,255,Korea,Songhai,Please report on the Songhais economic plans as the foreign office is very alarmed about the Songhais doings
14149,255,Korea,Songhai,We regard the feasibility of conquering the Songhai to be bad
14150,255,Korea,Songhai,We regard the Songhais military to be average
14151,255,Korea,Songhai,We consider the Songhai to be an enemy
14152,255,Korea,Songhai,Best wishes
14153,255,Korea,Songhai,Chief of the Foreign Service
14154,255,Songhai,The Incas,Dear colleague
14155,255,Songhai,The Incas,Our government owes you a great debt for your sacrifice and service
14156,255,Songhai,The Incas,We and The Incas look forward to an exchange of an accord to form a defense pact for the subsequent 30 turns and 1 unit of dye for the subsequent 30 turns for a deal to enter into a defensive pact for the coming 30 turns
14157,255,Songhai,The Incas,Respectfully
14158,255,Songhai,The Incas,The Office of the Foreign Secretary
14159,255,The Incas,Mombasa,To Ambassador
14160,255,The Incas,Mombasa,We here at home wish to express our gratitude for your efforts in-country
14161,255,The Incas,Mombasa,There is no news today
14162,255,The Incas,Mombasa,Yours truly
14163,255,The Incas,Mombasa,The Foreign Office
14164,255,Morocco,Yerevan,Dearest colleague
14165,255,Morocco,Yerevan,All of us send our best wishes to those abroad in our service
14166,255,Morocco,Yerevan,Our public policy concerning Yerevan looks neutral
14167,255,Morocco,Yerevan,We look at the feasibility of taking over Yerevan to be average
14168,255,Morocco,Yerevan,Best regards
14169,255,Morocco,Yerevan,Chief of the Foreign Service
14170,255,Germany,Kyzyl,Dear Your Honor
14171,255,Germany,Kyzyl,I hope this information finds you well
14172,255,Germany,Kyzyl,We figure Kyzyls military to be poor
14173,255,Germany,Kyzyl,Most sincerely
14174,255,Germany,Kyzyl,Your loyal servant abroad
14175,255,Germany,Yerevan,Your Excellency the Ambassador
14176,255,Germany,Yerevan,Those of us at home send kind regards to you and yours
14177,255,Germany,Yerevan,Reliable advice of ours classifies Yerevans military strength as poor
14178,255,Germany,Yerevan,We perceive Yerevan to be a favorable target for attack
14179,255,Germany,Yerevan,Regards
14180,255,Germany,Yerevan,The Office of the Foreign Secretary
14181,255,Korea,Yerevan,Greetings Your Honor
14182,255,Korea,Yerevan,Hopefully this finds all in order at the home office
14183,255,Korea,Yerevan,We acknowledge the likelihood of taking over Yerevan to be bad
14184,255,Korea,Yerevan,Sincerely yours
14185,255,Korea,Yerevan,The Foreign Service
14186,256,Songhai,Germany,Dear faithful foreign correspondent
14187,256,Songhai,Germany,Greetings from back home
14188,256,Songhai,Germany,A friendly attitude with the Germans is what we avow
14189,256,Songhai,Germany,Reputable advice from the Iroquois ranks the Koreans military potency as powerful
14190,256,Songhai,Germany,The foreign office needs any intelligence available regarding the Germans military power
14191,256,Songhai,Germany,We perceive the Germans to be a competitor
14192,256,Songhai,Germany,The problem that the Germans show is labeled as critical by our agents
14193,256,Songhai,Germany,Yours truly
14194,256,Songhai,Germany,The Office of the Foreign Secretary
14195,256,Morocco,Germany,Dearest correspondent
14196,256,Morocco,Germany,The Foreign Secretarys Office appreciates your service
14197,256,Morocco,Germany,We perceive the Germans to be an impossible target for attack
14198,256,Morocco,Germany,The foreign office needs any information on hand pertaining to the Germans military strength
14199,256,Morocco,Germany,The Koreans consider the Songhai to be pursuing unknown dominance of late
14200,256,Morocco,Germany,The Koreans spies are not at all confident in this estimate
14201,256,Morocco,Germany,A friendly manner with the Germans is what we declare
14202,256,Morocco,Germany,Our diplomatic cables express that the Germans military interests are powerful
14203,256,Morocco,Germany,Respectfully
14204,256,Morocco,Germany,Germany desk
14205,256,The Iroquois,Germany,To loyal agents abroad
14206,256,The Iroquois,Germany,Greetings from back home
14207,256,The Iroquois,Germany,Whatever the Germans reputed position may be we look at the Germans as an enemy
14208,256,The Iroquois,Germany,The foreign office desires any intelligence available pertaining to the Germans economic might
14209,256,The Iroquois,Germany,Our reputed stance concerning the Germans feels friendly
14210,256,The Iroquois,Germany,We look at the feasibility of forcefully dominating the Germans to be bad
14211,256,The Iroquois,Germany,The Germans economic potential has arrived at a strong threshold according to the Moroccans agents
14212,256,The Iroquois,Germany,Sincerely
14213,256,The Iroquois,Germany,Chief of the Foreign Service
14214,256,Morocco,Songhai,Greetings foreign correspondent
14215,256,Morocco,Songhai,I hope everything is going well in Songhai
14216,256,Morocco,Songhai, We hoped for an agreement to open the borders into Songhai for the next 30 turns and thus suggested an agreement to open the borders into Morocco for the next 30 turns in return
14217,256,Morocco,Songhai,A satisfactory bargain with those terms was made today
14218,256,Morocco,Songhai,Respectfully
14219,256,Morocco,Songhai,The Office of the Foreign Secretary
14220,256,Morocco,Songhai,Dear Your Excellency the Ambassador
14221,256,Morocco,Songhai,Greetings from back home
14222,256,Morocco,Songhai,A settlement was made: we will provide Songhai 19 units of gold per turn for the subsequent 30 turns and 204 units of gold for 2 units of commit to vote with{} on a future resolution
14223,256,Morocco,Songhai,All the best
14224,256,Morocco,Songhai,The Foreign Service Office
14225,256,Morocco,Bogota,To Your Honor the Foreign Secretary
14226,256,Morocco,Bogota,I hope all is going well at home
14227,256,Morocco,Bogota,We report Bogotas economy to be weak
14228,256,Morocco,Bogota,Our relations with Bogota these days are neutral
14229,256,Morocco,Bogota,Most sincerely
14230,256,Morocco,Bogota,Foreign correspondent in Bogota
14231,257,The Incas,The Iroquois,To colleague
14232,257,The Incas,The Iroquois,Best wishes from His Honor the Foreign Secretary
14233,257,The Incas,The Iroquois,The Germans published that matters between the Germans and the Iroquois are at present friendly
14234,257,The Incas,The Iroquois,We suspect that the Iroquois present a moderate risk to our pursuits
14235,257,The Incas,The Iroquois,We professed that affairs between us and the Iroquois are at present friendly
14236,257,The Incas,The Iroquois,We imagine the chance of forcefully dominating the Iroquois to be average
14237,257,The Incas,The Iroquois,Our foreign officers these days acknowledge the Iroquois as a favorable nation
14238,257,The Incas,The Iroquois,Yours
14239,257,The Incas,The Iroquois,The Office of the Foreign Secretary
14240,257,Korea,The Iroquois,Ambassador
14241,257,Korea,The Iroquois,Our government owes you a great debt for your sacrifice and service
14242,257,Korea,The Iroquois,We estimate that the Iroquois comprise a moderate threat to our activities
14243,257,Korea,The Iroquois,We consider the Iroquois to be pursuing unknown dominance these days
14244,257,Korea,The Iroquois,Our intelligence officers are not at all sure in this assessment
14245,257,Korea,The Iroquois,Our relations with the Iroquois of late are neutral
14246,257,Korea,The Iroquois,Our envoys currently see the Iroquois as a neutral nation
14247,257,Korea,The Iroquois,The Incas estimate the Iroquois to be a soft target for attack
14248,257,Korea,The Iroquois,Warm regards
14249,257,Korea,The Iroquois,The Office of the Foreign Secretary
14250,257,The Iroquois,Morocco,Dearest Foreign Secretary
14251,257,The Iroquois,Morocco,I am pleased to offer you the following updates from station
14252,257,The Iroquois,Morocco,Seeing as we can guess the Moroccans thinks we are a competitor
14253,257,The Iroquois,Morocco,The threat that the Moroccans present is described as minor by the Germans sources
14254,257,The Iroquois,Morocco,We are displaying a friendly stance toward the Moroccans
14255,257,The Iroquois,Morocco,We report the Moroccans to be an impossible target for attack
14256,257,The Iroquois,Morocco,Best regards
14257,257,The Iroquois,Morocco,Your trusted friend
14258,257,Morocco,Songhai,Dearest Foreign Secretary
14259,257,Morocco,Songhai,I hope all is going well
14260,257,Morocco,Songhai,In return for 1 unit of iron for the subsequent 30 turns we decided to give Songhai 1 unit of gold per turn for the subsequent 30 turns and 27 units of gold effective immediately
14261,257,Morocco,Songhai,Most sincerely
14262,257,Morocco,Songhai,Chief of Mission
14263,257,Songhai,Florence,Dear Your Excellency the Ambassador
14264,257,Songhai,Florence,All of us send our best wishes to those abroad in our service
14265,257,Songhai,Florence,Reliable material of ours classifies Florences military strength as pathetic
14266,257,Songhai,Florence,Respectfully
14267,257,Songhai,Florence,The Foreign Secretary
14268,257,Songhai,Ife,To Ambassador
14269,257,Songhai,Ife,The Foreign Secretarys Office appreciates your service
14270,257,Songhai,Ife,We believe Ife to be an average target for attack
14271,257,Songhai,Ife,We estimate Ifes military to be strong
14272,257,Songhai,Ife,Respectfully
14273,257,Songhai,Ife,The Foreign Secretarys Office
14274,257,The Incas,Singapore,Dearest Your Honor the Foreign Secretary
14275,257,The Incas,Singapore,We trust that things are going well at home
14276,257,The Incas,Singapore,We proclaimed that dealings between us and Singapore are presently friendly
14277,257,The Incas,Singapore,Respectfully yours
14278,257,The Incas,Singapore,Chief of Mission
14279,257,Morocco,Kathmandu,To Your Honor
14280,257,Morocco,Kathmandu,I hope all is going well at home
14281,257,Morocco,Kathmandu,Kathmandus economic force has arrived at a weak position according to our diplomatic cables
14282,257,Morocco,Kathmandu,We published that relations between us and Kathmandu are presently friendly
14283,257,Morocco,Kathmandu,At your service
14284,257,Morocco,Kathmandu,The Ambassador
14285,257,Germany,Florence,Your Honor the Foreign Secretary
14286,257,Germany,Florence,It is always good to hear from you and to write back with reports
14287,257,Germany,Florence,We imagine the hope of forcefully dominating Florence to be soft
14288,257,Germany,Florence,We are exhibiting a neutral stance toward Florence
14289,257,Germany,Florence,Your humble servant
14290,257,Germany,Florence,Your loyal servant abroad
14291,257,Germany,Budapest,Dear Foreign Secretary
14292,257,Germany,Budapest,I hope this letter finds you well
14293,257,Germany,Budapest,We perceive the feasibility of conquering Budapest to be soft
14294,257,Germany,Budapest,Our relations with Budapest presently are neutral
14295,257,Germany,Budapest,Sincerely
14296,257,Germany,Budapest,German embassy in Budapest
14297,258,Morocco,Korea,Foreign Office
14298,258,Morocco,Korea,I hope this finds you in high spirits and good health
14299,258,Morocco,Korea,We are regularly reminded by the Koreans behavior why we call the Koreans a neutral nation
14300,258,Morocco,Korea,We estimate the Koreans to be pursuing cultural dominance presently
14301,258,Morocco,Korea,Our agents are not very certain in this hypothesis
14302,258,Morocco,Korea,The Iroquois are taking a friendly disposition toward the Germans
14303,258,Morocco,Korea,Regards
14304,258,Morocco,Korea,Your loyal servant abroad
14305,258,The Iroquois,Songhai,Colleague
14306,258,The Iroquois,Songhai,We here at home wish to express our gratitude for your efforts in-country
14307,258,The Iroquois,Songhai,Recent reports have led the Moroccans to acknowledge the Koreans as a strong military contender
14308,258,The Iroquois,Songhai,We are taking a friendly position toward the Songhai
14309,258,The Iroquois,Songhai,Yours truly
14310,258,The Iroquois,Songhai,The Foreign Service Office
14311,258,Morocco,Songhai,To foreign correspondent
14312,258,Morocco,Songhai,We hope this finds you enjoying your posting
14313,258,Morocco,Songhai,We and Songhai agreed to a compensation of 2 units of horse for the coming 30 turns 1 unit of cotton for the coming 30 turns 23 units of gold per turn for the coming 30 turns and 9 units of gold for 1 unit of truffles for the subsequent 30 turns
14314,258,Morocco,Songhai,Respectfully
14315,258,Morocco,Songhai,The Foreign Service Office
14316,258,Songhai,Bogota,Greetings ambassador to Bogota
14317,258,Songhai,Bogota,Best wishes from His Honor the Foreign Secretary
14318,258,Songhai,Bogota,We are showing a neutral posture toward Bogota
14319,258,Songhai,Bogota,Very respectfully yours
14320,258,Songhai,Bogota,His Honor the Foreign Secretary
14321,258,Morocco,Kyzyl,Dearest Foreign Secretarys Office
14322,258,Morocco,Kyzyl,No effort has been spared to collect the information you requested
14323,258,Morocco,Kyzyl,We see the likelihood of conquering Kyzyl to be favorable
14324,258,Morocco,Kyzyl,Faithfully yours
14325,258,Morocco,Kyzyl,Chief of Mission
14326,258,Korea,Bogota,Dear colleague
14327,258,Korea,Bogota,Not a day goes by where we do not think highly of your zeal for your work
14328,258,Korea,Bogota,There is no news today
14329,258,Korea,Bogota,Sincerely
14330,258,Korea,Bogota,Your trusted friend
14331,258,The Iroquois,Kyzyl,Dearest Foreign Secretarys Office
14332,258,The Iroquois,Kyzyl,We hope this cable finds you well
14333,258,The Iroquois,Kyzyl,There is no news today
14334,258,The Iroquois,Kyzyl,Faithfully yours
14335,258,The Iroquois,Kyzyl,Your loyal servant abroad
14336,259,Songhai,Morocco,To colleague
14337,259,Songhai,Morocco,The Foreign Secretarys Office appreciates your service
14338,259,Songhai,Morocco,Please expand on the Moroccans military interests as the foreign office is acutely alarmed about the Moroccans doings
14339,259,Songhai,Morocco,The Incas spies indicate that the Moroccans military interests are average
14340,259,Songhai,Morocco,We perceive the Moroccans to be pursuing unknown dominance presently
14341,259,Songhai,Morocco,Our diplomatic cables are not at all confident in this hypothesis
14342,259,Songhai,Morocco,Inasmuch as we can assume the Moroccans imagines we are a neutral nation
14343,259,Songhai,Morocco,The danger that the Moroccans show is portrayed as minor by our agents
14344,259,Songhai,Morocco,Our reputed diplomacy concerning the Moroccans appears friendly
14345,259,Songhai,Morocco,We perceive the Moroccans military to be average
14346,259,Songhai,Morocco,All the best
14347,259,Songhai,Morocco,Chief of the Foreign Service
14348,259,Songhai,Korea,Dear ambassador to Korea
14349,259,Songhai,Korea,The Foreign Secretarys Office appreciates your service
14350,259,Songhai,Korea,The foreign office asks for any data available describing the Koreans economic might
14351,259,Songhai,Korea,The Koreans economic strength has attained an average level according to our sources
14352,259,Songhai,Korea,Whatever the Germans open posture may be the Iroquois consider the Germans as an enemy
14353,259,Songhai,Korea,A friendly stance with the Koreans is what we assert
14354,259,Songhai,Korea,Our representatives presently imagine the Koreans as a neutral nation
14355,259,Songhai,Korea,According to our agents the Koreans are centered around cultural preeminence
14356,259,Songhai,Korea,This hypothesis comes from a not very certain source
14357,259,Songhai,Korea,The problem that the Koreans show is defined as critical by our diplomatic cables
14358,259,Songhai,Korea,Respectfully
14359,259,Songhai,Korea,The Foreign Secretary
14360,259,The Incas,Germany,Faithful foreign correspondent
14361,259,The Incas,Germany,I hope this letter finds you well
14362,259,The Incas,Germany,The Songhai perceive the likelihood of conquering the Iroquois to be soft
14363,259,The Incas,Germany,Whatever the Germans outward stance may be we see the Germans as a neutral nation
14364,259,The Incas,Germany,We estimate the Germans to be an impossible target for attack
14365,259,The Incas,Germany,The threat that the Germans constitute is represented as moderate by our agents
14366,259,The Incas,Germany,We are showing a neutral attitude toward the Germans
14367,259,The Incas,Germany,The Germans economic power has come to a poor degree according to our diplomatic cables
14368,259,The Incas,Germany,All the best
14369,259,The Incas,Germany,The Office of the Foreign Secretary
14370,259,The Incas,Korea,Dear ambassador to Korea
14371,259,The Incas,Korea,I hope everything is going well in Korea
14372,259,The Incas,Korea, The foreign office asks for any reporting in your possession detailing the Koreans military capability
14373,259,The Incas,Korea,We perceive the feasibility of forcefully dominating the Koreans to be average
14374,259,The Incas,Korea,Recent events have led us to acknowledge the Koreans as a poor military contender
14375,259,The Incas,Korea,We infer that the Koreans comprise a minor problem to our pursuits
14376,259,The Incas,Korea,We are displaying a neutral position toward the Koreans
14377,259,The Incas,Korea,The Iroquois military might has attained an average threshold according to the Songhais intelligence officers
14378,259,The Incas,Korea,Respectfully
14379,259,The Incas,Korea,The Foreign Service Office
14380,259,Morocco,The Incas,Dear Your Excellency the Ambassador
14381,259,Morocco,The Incas,I hope everything is going well in The Incan Nation
14382,259,Morocco,The Incas, We believe the Incas to be an average target for attack
14383,259,Morocco,The Incas,Please send word on the Incas military strategies as the foreign office is thoroughly disquieted about the Incas activity
14384,259,Morocco,The Incas,We report the Incas economy to be average
14385,259,Morocco,The Incas,Whatever the Incas announced manner may be we esteem the Incas as a neutral party
14386,259,Morocco,The Incas,Whatever the Songhais advertised stance may be the Iroquois look at the Songhai as a neutral civilization
14387,259,Morocco,The Incas,Very respectfully yours
14388,259,Morocco,The Incas,The Incan Nation desk
14389,259,Germany,Songhai,Dear Foreign Correspondents Office
14390,259,Germany,Songhai,Not a day goes by where we do not think highly of your zeal for your work
14391,259,Germany,Songhai,The Incas estimate the Iroquois to be a soft target for attack
14392,259,Germany,Songhai,We are displaying a deceptive disposition toward the Songhai
14393,259,Germany,Songhai,A competitor is how our agents defined their dealings with the Songhai
14394,259,Germany,Songhai,The foreign office must have any news available detailing the Songhais military capability
14395,259,Germany,Songhai,Respectfully
14396,259,Germany,Songhai,The Foreign Office
14397,259,Germany,The Incas,Dearest Your Excellency the Ambassador
14398,259,Germany,The Incas,We hope this finds you enjoying your posting
14399,259,Germany,The Incas,The Koreans economic strength has come to a strong status according to the Moroccans diplomatic cables
14400,259,Germany,The Incas,Recent actions have led us to look at the Incas as a pathetic military force
14401,259,Germany,The Incas,According to our diplomatic cables the Incas are focused on diplomatic preeminence
14402,259,Germany,The Incas,This report comes from a not very convinced source
14403,259,Germany,The Incas,The danger that the Incas represent is portrayed as major by our sources
14404,259,Germany,The Incas,We acknowledge the hope of taking over the Incas to be soft
14405,259,Germany,The Incas,A neutral nation is how our intelligence officers characterized their rapport with the Incas
14406,259,Germany,The Incas,Very truly yours
14407,259,Germany,The Incas,The Foreign Office
14408,259,Germany,The Iroquois,Dear faithful foreign correspondent
14409,259,Germany,The Iroquois,I hope this letter finds you well
14410,259,Germany,The Iroquois,The Moroccans intelligence officers indicate that the Koreans military ambitions are strong
14411,259,Germany,The Iroquois,The obstacle that the Iroquois constitute is labeled as moderate by our spies
14412,259,Germany,The Iroquois,Whatever the Iroquois outward manner may be we consider the Iroquois as a neutral country
14413,259,Germany,The Iroquois,We report the Iroquois to be a soft target for attack
14414,259,Germany,The Iroquois,The foreign office requires any information possible detailing the Iroquois economic potency
14415,259,Germany,The Iroquois,With gratitude
14416,259,Germany,The Iroquois,The Foreign Secretary
14417,259,Korea,Songhai,Dear Your Honor
14418,259,Korea,Songhai,We trust that things are going well at home
